gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
4926219268	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/421046729/original.jpg	https://www.inaturalist.org/photos/421046729					2024-07-28T22:53:52Z	bangert301		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	bangert301
4926132946	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/420964301/original.jpeg	https://www.inaturalist.org/photos/420964301					2024-07-08T15:27:54Z	Kristy Brady		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kristy Brady
4926132946	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/420964332/original.jpeg	https://www.inaturalist.org/photos/420964332					2024-07-08T15:27:54Z	Kristy Brady		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kristy Brady
4926132946	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/420964371/original.jpeg	https://www.inaturalist.org/photos/420964371					2024-07-08T15:27:54Z	Kristy Brady		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kristy Brady
4926106142	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/419515529/original.jpeg	https://www.inaturalist.org/photos/419515529					2024-08-14T16:46:22Z	Phoebe Barnes		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Phoebe Barnes
4926090414	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/421239361/original.jpeg	https://www.inaturalist.org/photos/421239361					2024-08-17T18:16:45Z	scottbaz		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	scottbaz
4926079258	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/421011566/original.jpg	https://www.inaturalist.org/photos/421011566					2024-07-28T22:12:12Z	bangert301		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	bangert301
4926014532	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/421046732/original.jpg	https://www.inaturalist.org/photos/421046732					2024-07-28T22:55:09Z	bangert301		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	bangert301
4926014059	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/420505861/original.jpeg	https://www.inaturalist.org/photos/420505861					2024-07-26T16:13:36Z	jhigbie		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	jhigbie
4926005724	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/419732614/original.jpeg	https://www.inaturalist.org/photos/419732614					2024-07-30T16:46:20Z	CJ Smith		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	CJ Smith
4925891875	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/419498725/original.jpeg	https://www.inaturalist.org/photos/419498725					2024-06-28T20:21:10Z	Nina House		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Nina House
4925891875	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/419498734/original.jpeg	https://www.inaturalist.org/photos/419498734					2024-06-28T20:21:19Z	Nina House		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Nina House
4925891875	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/419498757/original.jpeg	https://www.inaturalist.org/photos/419498757					2024-06-28T20:20:56Z	Nina House		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Nina House
4925891875	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/419498963/original.jpeg	https://www.inaturalist.org/photos/419498963					2024-06-28T21:29:42Z	Nina House		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Nina House
4924175872	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/417533325/original.jpeg	https://www.inaturalist.org/photos/417533325					2024-08-05T17:07:09Z	Will Freyman		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Will Freyman
